student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,saw_score
12661,20,1.0,2.0,3.63,65.1,1.0,5.2,2.0,1.0,0.0,1.0,37.0,0.505473124720826
8407,17,0.0,2.0,2.46,76.1,1.0,9.0,1.0,0.0,2.0,0.0,59.5,0.5054638032789571
4864,22,2.0,5.0,1.98,67.3,1.0,9.8,2.0,3.0,1.0,0.0,45.1,0.5054157811305757
17708,21,2.0,5.0,2.79,76.5,1.0,6.2,1.0,1.0,2.0,1.0,61.8,0.5054152612043938
10680,19,0.0,0.0,3.32,64.2,1.0,5.4,2.0,2.0,1.0,2.0,50.3,0.50540415801494
7236,18,2.0,6.0,2.28,67.1,1.0,9.7,1.0,1.0,2.0,1.0,69.1,0.5053885517241793
60,22,0.0,1.0,2.45,83.7,0.0,6.9,1.0,4.0,2.0,2.0,70.5,0.5053863201152775
9974,22,2.0,4.0,3.36,87.9,1.0,4.1,1.0,1.0,0.0,0.0,71.9,0.5053662697561143
15152,24,0.0,5.0,4.4,79.4,1.0,5.4,0.0,0.0,0.0,2.0,66.8,0.5053471211918864
18497,20,2.0,3.0,3.34,56.3,1.0,6.4,0.0,4.0,2.0,2.0,26.4,0.5053008196581791
10689,23,2.0,5.0,4.42,41.8,1.0,4.3,0.0,3.0,1.0,0.0,55.1,0.5052742030381525
4343,20,2.0,6.0,2.49,58.5,1.0,9.4,0.0,4.0,2.0,1.0,52.7,0.5052645444759568
14947,23,0.0,0.0,3.2,64.2,1.0,9.5,1.0,2.0,2.0,2.0,62.6,0.505256906546798
17101,19,1.0,3.0,2.02,93.4,1.0,9.7,0.0,4.0,0.0,0.0,85.8,0.5052269207570176
18507,24,0.0,0.0,3.63,83.3,1.0,5.5,0.0,1.0,2.0,0.0,60.2,0.5052038115359417
13015,19,2.0,6.0,3.97,70.8,1.0,4.4,0.0,1.0,0.0,1.0,61.8,0.5051839607106546
8056,22,2.0,4.0,3.25,86.3,1.0,9.2,0.0,1.0,0.0,1.0,76.6,0.5051479687134964
3226,23,1.0,3.0,2.97,53.4,1.0,8.7,2.0,2.0,2.0,2.0,47.9,0.5051362696984124
7811,21,1.0,5.0,2.63,77.6,1.0,8.3,0.0,4.0,1.0,2.0,42.4,0.505108657869171
859,22,2.0,3.0,3.08,88.1,0.0,6.2,1.0,1.0,1.0,1.0,59.8,0.5050854009383934
3369,20,1.0,3.0,3.13,69.7,1.0,5.3,1.0,4.0,0.0,1.0,57.0,0.5050765163643964
15056,23,2.0,6.0,2.99,53.5,1.0,7.4,2.0,1.0,2.0,1.0,47.6,0.5050451438776202
12839,21,2.0,4.0,2.46,90.5,1.0,5.5,2.0,0.0,2.0,2.0,47.3,0.5050083861980943
8906,22,1.0,0.0,2.26,93.6,1.0,9.9,2.0,1.0,1.0,2.0,64.5,0.5050006136634967
19044,22,2.0,5.0,2.7,86.0,1.0,6.9,2.0,0.0,1.0,2.0,58.2,0.5049670515956561
17384,19,1.0,0.0,2.63,68.2,1.0,9.3,1.0,4.0,1.0,2.0,49.2,0.5049597269165641
18136,21,2.0,5.0,3.9,40.6,1.0,4.7,2.0,0.0,2.0,1.0,55.5,0.5049517143661681
8401,22,0.0,3.0,3.77,42.1,1.0,6.4,2.0,1.0,2.0,2.0,50.4,0.504937715949092
12240,17,2.0,3.0,1.34,93.7,1.0,6.9,2.0,4.0,1.0,2.0,34.0,0.50493403945805
12985,19,0.0,4.0,3.46,88.9,0.0,6.4,0.0,0.0,1.0,2.0,69.1,0.504927032561493
9244,24,0.0,1.0,2.73,69.4,1.0,9.4,2.0,1.0,2.0,1.0,41.6,0.504906512299525
2175,18,0.0,5.0,1.79,93.5,1.0,8.2,1.0,4.0,0.0,2.0,68.0,0.5047914715920494
12896,20,1.0,4.0,3.36,78.6,1.0,9.8,0.0,1.0,0.0,2.0,84.2,0.5047341043143891
6508,20,1.0,4.0,2.5,83.0,1.0,5.7,0.0,3.0,2.0,0.0,52.1,0.504730757812517
14723,22,1.0,6.0,3.19,66.4,1.0,7.6,0.0,1.0,2.0,0.0,57.6,0.5047137460188962
15209,20,2.0,3.0,2.94,67.6,1.0,5.7,1.0,3.0,1.0,0.0,56.2,0.504691806700991
442,19,2.0,2.0,3.91,65.8,1.0,4.6,1.0,2.0,0.0,2.0,59.1,0.5046756419525281
12922,18,1.0,3.0,3.16,52.7,1.0,6.1,2.0,1.0,2.0,2.0,38.8,0.5046731870558494
19308,22,2.0,1.0,3.18,96.0,1.0,4.2,0.0,2.0,2.0,2.0,59.9,0.5046652129206145
3441,24,1.0,3.0,4.33,44.7,0.0,4.7,2.0,3.0,0.0,2.0,43.4,0.5046604320144717
871,20,0.0,2.0,2.65,91.8,1.0,7.8,0.0,3.0,1.0,2.0,61.4,0.5046508804750417
9003,22,0.0,6.0,2.69,57.1,1.0,7.4,2.0,2.0,2.0,2.0,57.4,0.5046227747674582
15801,19,2.0,5.0,2.43,62.0,1.0,8.9,2.0,3.0,0.0,1.0,39.8,0.5046179914565584
11849,19,0.0,2.0,4.45,52.9,1.0,6.6,0.0,2.0,0.0,2.0,70.0,0.504579106509094
17143,22,1.0,0.0,3.61,52.4,1.0,5.2,1.0,4.0,2.0,2.0,52.3,0.5045737960300367
2071,18,1.0,5.0,3.5,95.7,1.0,4.7,0.0,0.0,0.0,2.0,61.8,0.5045402564749323
6772,22,0.0,2.0,3.75,73.5,1.0,7.2,0.0,3.0,0.0,2.0,73.0,0.5045364226773243
16917,21,0.0,4.0,2.23,80.7,1.0,9.9,2.0,1.0,1.0,2.0,29.8,0.5044539804837198
4533,22,1.0,6.0,1.04,97.0,1.0,8.7,2.0,2.0,2.0,0.0,51.8,0.5044448886573527
9949,24,2.0,5.0,2.49,96.6,1.0,6.7,0.0,4.0,1.0,2.0,50.3,0.5044021847840952
12420,23,1.0,5.0,2.67,77.2,1.0,8.5,0.0,2.0,2.0,0.0,56.1,0.5042897038960574
2028,24,1.0,1.0,3.56,88.1,1.0,9.8,0.0,0.0,1.0,2.0,71.5,0.5042679027242354
3324,22,0.0,6.0,3.9,49.0,0.0,5.3,2.0,1.0,0.0,0.0,64.9,0.50423793562396
18301,18,2.0,6.0,2.75,74.2,1.0,6.1,0.0,4.0,0.0,0.0,38.7,0.5042373005631134
18986,24,1.0,4.0,4.15,73.1,1.0,6.1,1.0,0.0,0.0,2.0,73.0,0.5041861182371955
19855,22,0.0,3.0,2.48,94.7,0.0,4.1,2.0,4.0,0.0,2.0,44.9,0.5041805830518873
9412,19,1.0,2.0,1.83,93.3,1.0,5.5,2.0,4.0,0.0,0.0,50.5,0.5041753865937711
3119,17,2.0,5.0,1.16,66.5,1.0,9.1,2.0,4.0,2.0,0.0,37.4,0.5041528081535288
4902,22,1.0,1.0,3.82,54.5,1.0,8.2,2.0,0.0,1.0,2.0,56.7,0.504143845502504
6928,19,1.0,5.0,3.76,77.3,1.0,7.5,0.0,0.0,0.0,2.0,61.5,0.5040910333608798
6245,23,1.0,5.0,3.65,50.8,1.0,5.3,2.0,0.0,2.0,1.0,59.2,0.5040674053384278
730,22,1.0,1.0,3.12,77.3,1.0,6.3,1.0,3.0,1.0,2.0,51.6,0.5040524580397239
13757,22,2.0,5.0,3.13,62.3,1.0,9.4,2.0,0.0,0.0,0.0,60.0,0.5039297063295074
19511,22,1.0,6.0,2.58,81.6,1.0,6.8,2.0,1.0,0.0,0.0,58.0,0.5039164863333618
14640,19,2.0,0.0,3.96,70.9,1.0,7.5,1.0,0.0,0.0,2.0,64.7,0.5037505191461596
5920,24,2.0,6.0,3.25,64.2,1.0,9.4,0.0,3.0,1.0,2.0,55.2,0.5037470227237608
17851,21,0.0,6.0,3.26,82.3,1.0,5.3,0.0,0.0,2.0,1.0,77.6,0.5037411018741725
17660,24,0.0,1.0,4.55,47.7,1.0,6.9,1.0,1.0,1.0,2.0,46.9,0.5036406298602462
7340,21,2.0,0.0,3.27,58.0,1.0,6.5,2.0,3.0,1.0,2.0,41.5,0.5036093515191501
12713,19,0.0,4.0,3.49,78.1,1.0,5.5,0.0,0.0,2.0,2.0,69.7,0.5035889655800343
7656,19,0.0,3.0,2.78,61.6,0.0,7.9,1.0,3.0,2.0,2.0,48.5,0.5035711922929771
10327,23,1.0,4.0,3.55,55.7,1.0,4.5,1.0,3.0,2.0,2.0,71.4,0.5034929425659243
1804,19,1.0,3.0,2.06,78.3,1.0,9.9,0.0,3.0,2.0,0.0,40.8,0.5034874095526545
2771,22,2.0,5.0,3.28,67.1,1.0,6.5,0.0,2.0,2.0,1.0,63.0,0.5034682356110377
4243,23,0.0,4.0,3.75,40.6,1.0,4.9,2.0,1.0,2.0,0.0,22.0,0.5034635252518197
14518,22,0.0,5.0,3.43,67.0,1.0,7.6,0.0,2.0,1.0,1.0,57.0,0.5034361277285329
19637,21,0.0,6.0,1.98,69.8,1.0,7.9,1.0,4.0,2.0,1.0,52.4,0.5034019211137999
15511,17,0.0,1.0,2.17,96.3,1.0,5.6,0.0,4.0,1.0,0.0,47.6,0.5033826766529627
4724,17,0.0,6.0,2.64,62.7,1.0,5.8,2.0,0.0,2.0,1.0,62.3,0.5033767660152801
8824,17,1.0,0.0,3.03,72.3,1.0,6.1,1.0,3.0,0.0,0.0,66.2,0.5033331526729204
11856,23,2.0,2.0,3.65,70.3,1.0,5.5,1.0,2.0,1.0,2.0,62.4,0.5032781806107478
4231,17,2.0,0.0,3.77,70.6,1.0,5.2,1.0,1.0,0.0,1.0,57.2,0.5032703845272632
16428,21,1.0,0.0,2.59,85.8,1.0,9.5,0.0,3.0,1.0,0.0,58.4,0.5032532680768471
9992,18,2.0,2.0,2.61,76.9,1.0,8.9,0.0,4.0,0.0,0.0,48.1,0.5032497544443675
1038,17,0.0,6.0,1.21,67.8,1.0,7.7,2.0,4.0,2.0,0.0,36.3,0.5032108651694487
4193,22,0.0,3.0,3.61,61.8,1.0,5.4,1.0,4.0,0.0,2.0,61.8,0.5031815694340924
13145,24,0.0,5.0,1.96,94.7,1.0,6.4,1.0,3.0,2.0,1.0,62.5,0.5031761120598481
16491,19,2.0,6.0,3.83,58.4,1.0,8.9,0.0,1.0,0.0,2.0,62.4,0.5031635652682053
13291,17,0.0,2.0,3.93,46.3,1.0,4.1,1.0,3.0,0.0,0.0,41.2,0.503141412004505
12789,20,1.0,5.0,2.91,83.1,0.0,7.0,0.0,3.0,0.0,0.0,78.3,0.5031147122319728
13733,19,1.0,6.0,2.36,89.7,1.0,9.0,1.0,0.0,1.0,2.0,67.3,0.5029798727838075
7202,19,0.0,6.0,4.01,66.2,0.0,8.2,0.0,0.0,0.0,2.0,74.7,0.5028943387820121
13385,18,2.0,2.0,0.95,89.6,1.0,9.9,2.0,4.0,1.0,0.0,51.9,0.5028865479457735
5813,19,1.0,6.0,4.15,50.9,0.0,4.5,1.0,0.0,1.0,1.0,66.2,0.5028451974409104
5669,23,2.0,3.0,4.61,51.6,1.0,6.7,0.0,1.0,1.0,2.0,64.8,0.5028390353288181
9167,22,0.0,3.0,3.22,58.6,1.0,5.9,2.0,4.0,0.0,2.0,63.5,0.5028373939048956
5056,24,1.0,4.0,3.24,82.8,1.0,4.2,0.0,3.0,2.0,2.0,41.2,0.5028207254208034
16051,23,1.0,1.0,3.89,47.1,1.0,5.6,1.0,2.0,2.0,0.0,47.8,0.5027671996481632
721,18,0.0,6.0,2.76,88.6,1.0,6.0,0.0,3.0,0.0,2.0,69.3,0.5027401617634804
6515,23,0.0,0.0,4.39,79.0,0.0,4.2,0.0,0.0,2.0,2.0,60.9,0.5027184809015374
7194,23,1.0,3.0,2.56,88.3,1.0,7.2,2.0,0.0,1.0,0.0,52.9,0.502690540396323
18892,19,0.0,1.0,4.03,49.4,1.0,5.1,1.0,1.0,2.0,2.0,65.2,0.5026821557679698
7866,21,0.0,4.0,3.54,71.2,1.0,7.3,1.0,0.0,0.0,0.0,87.0,0.5026469687493459
19196,19,1.0,6.0,2.98,77.8,1.0,7.5,1.0,0.0,0.0,0.0,78.1,0.502635415720739
14431,23,0.0,6.0,2.39,88.1,1.0,9.8,0.0,1.0,2.0,1.0,69.2,0.502627620113773
17992,24,2.0,3.0,2.64,95.5,1.0,6.2,0.0,2.0,2.0,0.0,61.7,0.5025847976150745
14305,17,0.0,5.0,4.22,47.3,1.0,5.6,0.0,0.0,1.0,0.0,45.0,0.5025698900391875
16112,21,1.0,2.0,4.27,84.8,1.0,4.9,0.0,0.0,0.0,2.0,56.6,0.5025010485191853
2334,23,1.0,1.0,3.45,70.2,0.0,7.2,0.0,4.0,1.0,1.0,52.6,0.5024853865145282
15973,23,1.0,4.0,2.48,84.8,1.0,9.7,1.0,0.0,2.0,1.0,82.1,0.5024811264931456
9106,17,0.0,6.0,1.2,88.2,1.0,9.2,2.0,4.0,0.0,2.0,59.3,0.502437645007931
8967,22,2.0,2.0,3.21,71.3,0.0,5.0,2.0,1.0,2.0,2.0,55.7,0.5023497742750017
12306,19,0.0,0.0,3.87,45.8,1.0,4.8,1.0,3.0,1.0,0.0,49.9,0.502322336330743
9074,22,0.0,3.0,1.97,84.6,1.0,8.6,2.0,3.0,1.0,2.0,44.7,0.5022818292417386
13517,19,2.0,3.0,2.15,60.7,1.0,9.5,2.0,2.0,2.0,1.0,52.8,0.5022622769553902
15531,19,0.0,6.0,2.44,84.5,1.0,6.4,0.0,4.0,0.0,0.0,60.7,0.502252538531992
6656,23,1.0,2.0,2.84,70.0,1.0,8.9,2.0,3.0,0.0,2.0,57.4,0.5022503035763779
2314,17,2.0,1.0,4.32,43.6,1.0,6.0,2.0,0.0,0.0,2.0,69.3,0.5022015544267535
2079,19,0.0,4.0,4.36,71.9,1.0,4.7,0.0,0.0,0.0,2.0,76.1,0.5021672820302823
14797,21,2.0,6.0,4.6,45.6,0.0,6.2,0.0,1.0,0.0,0.0,67.5,0.5021620565876417
8881,20,1.0,3.0,1.98,77.6,1.0,6.6,2.0,2.0,2.0,0.0,49.6,0.502147240043441
1917,19,1.0,2.0,2.52,52.9,1.0,8.4,2.0,3.0,2.0,2.0,45.4,0.502142233189882
13845,21,1.0,1.0,1.64,86.2,1.0,5.7,2.0,4.0,2.0,0.0,35.8,0.5021178299879345
9206,24,0.0,3.0,1.91,71.8,1.0,7.5,2.0,4.0,2.0,0.0,26.1,0.5021140239115225
8048,24,0.0,0.0,4.17,47.0,1.0,7.1,2.0,0.0,1.0,0.0,38.9,0.5020464914990889
16390,24,1.0,6.0,2.59,82.1,1.0,7.7,2.0,2.0,0.0,2.0,54.5,0.5020025948220604
19996,22,2.0,6.0,3.04,80.7,1.0,8.0,0.0,3.0,0.0,2.0,78.4,0.5019934820177907
3594,21,0.0,5.0,3.16,42.1,1.0,7.6,2.0,3.0,1.0,2.0,45.2,0.5019097403023998
16983,21,0.0,0.0,3.5,49.2,1.0,7.9,2.0,3.0,0.0,1.0,43.0,0.5019080407930694
8529,24,0.0,3.0,2.9,59.0,1.0,9.1,2.0,3.0,0.0,0.0,40.6,0.5018861338451873
8209,19,0.0,1.0,2.28,78.2,0.0,8.2,2.0,1.0,2.0,1.0,49.4,0.5018768863135785
16218,21,0.0,3.0,4.4,52.2,1.0,4.3,1.0,2.0,0.0,2.0,54.3,0.5018724909775202
2261,17,2.0,0.0,4.08,41.0,1.0,7.3,2.0,1.0,0.0,2.0,42.5,0.5018559992707678
6847,17,1.0,4.0,3.02,80.0,1.0,8.1,0.0,1.0,0.0,0.0,55.3,0.5018471536881869
19772,23,1.0,6.0,3.54,62.7,1.0,9.2,1.0,1.0,0.0,2.0,72.6,0.5018352492880208
14013,23,2.0,5.0,1.98,90.1,1.0,7.1,2.0,4.0,0.0,2.0,56.6,0.5017735671228414
18552,17,1.0,0.0,1.22,92.5,0.0,9.8,2.0,3.0,2.0,2.0,59.1,0.5017628883231197
12202,21,2.0,2.0,3.72,48.9,0.0,9.5,2.0,0.0,1.0,2.0,62.4,0.5017516107721647
2554,18,1.0,2.0,1.77,84.4,1.0,6.0,2.0,2.0,2.0,0.0,32.2,0.5017338587677606
7759,23,1.0,1.0,2.55,95.1,1.0,7.3,0.0,4.0,1.0,1.0,42.6,0.5017173840217479
5404,21,2.0,0.0,2.81,87.6,0.0,5.9,1.0,3.0,1.0,1.0,54.9,0.5016996995223066
15990,17,1.0,5.0,1.9,69.5,1.0,7.6,2.0,1.0,2.0,0.0,50.3,0.5016674817302196
6445,17,0.0,0.0,3.22,84.8,1.0,7.6,0.0,1.0,1.0,2.0,50.6,0.5016391860302148
12447,17,1.0,0.0,2.02,55.8,1.0,8.9,2.0,4.0,2.0,1.0,31.4,0.5015976931737144
10880,18,0.0,4.0,0.97,94.9,1.0,9.8,1.0,4.0,2.0,2.0,53.6,0.5015944242446468
14300,21,1.0,4.0,2.27,86.9,1.0,8.4,2.0,2.0,0.0,2.0,51.2,0.501584784970375
5360,19,0.0,4.0,1.55,87.5,1.0,8.2,1.0,4.0,1.0,0.0,57.7,0.5015717216103444
13053,18,2.0,6.0,2.7,65.5,1.0,6.3,1.0,3.0,1.0,2.0,55.7,0.5015393662318066
6502,24,2.0,0.0,4.24,48.1,1.0,5.5,1.0,1.0,2.0,0.0,35.4,0.5014984579140934
11788,23,2.0,5.0,3.59,55.8,0.0,4.2,2.0,0.0,2.0,0.0,37.5,0.5014958367013215
15376,22,1.0,0.0,3.17,73.3,1.0,4.1,2.0,3.0,1.0,2.0,47.0,0.5014927813689714
3458,17,2.0,4.0,3.4,52.4,1.0,8.6,1.0,2.0,0.0,2.0,64.3,0.5014898058147099
15686,17,2.0,3.0,3.15,46.6,1.0,5.9,2.0,3.0,0.0,0.0,30.3,0.5014809693801793
10972,24,2.0,1.0,2.86,84.9,0.0,8.9,1.0,2.0,1.0,1.0,66.2,0.5014241840758628
8073,22,2.0,1.0,3.17,66.6,1.0,9.9,1.0,0.0,2.0,1.0,78.6,0.5013660846826954
14063,21,0.0,2.0,3.43,78.0,1.0,4.6,2.0,0.0,0.0,0.0,48.2,0.5013522715039358
6070,24,1.0,3.0,2.62,84.0,1.0,9.9,0.0,4.0,0.0,0.0,67.6,0.5013455659666427
3696,22,0.0,2.0,3.48,73.4,1.0,8.7,0.0,2.0,0.0,0.0,70.0,0.50133671934237
3584,19,0.0,3.0,1.09,92.7,1.0,7.4,2.0,3.0,2.0,0.0,45.2,0.5013209815546236
3488,24,1.0,5.0,1.9,99.4,0.0,8.0,2.0,2.0,1.0,2.0,57.2,0.5013139418059838
12191,22,0.0,1.0,2.98,55.3,1.0,7.3,2.0,4.0,1.0,2.0,22.2,0.501304753329443
1199,23,1.0,5.0,3.31,46.2,1.0,5.9,1.0,4.0,2.0,2.0,58.3,0.5012988471244921
7615,23,0.0,4.0,3.78,50.2,1.0,7.5,2.0,1.0,0.0,1.0,62.0,0.5012571804605821
15880,21,2.0,0.0,3.52,54.8,1.0,6.4,2.0,3.0,0.0,1.0,54.1,0.5012306036741907
10330,22,0.0,6.0,2.79,77.5,1.0,8.7,0.0,3.0,0.0,0.0,59.3,0.5012196862660628
6695,18,1.0,0.0,3.04,47.0,0.0,5.6,2.0,4.0,2.0,2.0,32.8,0.5012164322586784
8269,18,1.0,1.0,3.57,67.8,0.0,4.2,1.0,0.0,2.0,0.0,76.3,0.5012121344039306
16228,22,0.0,3.0,2.78,83.8,1.0,4.1,1.0,4.0,1.0,2.0,58.7,0.5012041861835534
8992,19,0.0,5.0,2.55,74.5,1.0,7.5,1.0,0.0,2.0,0.0,63.1,0.5011930057149635
4481,20,0.0,4.0,3.46,51.4,1.0,8.7,2.0,1.0,0.0,2.0,37.4,0.5011916802007468
5703,19,1.0,4.0,3.01,84.1,1.0,7.8,0.0,0.0,1.0,0.0,54.7,0.5011881966554335
10638,20,0.0,6.0,2.17,96.7,1.0,5.9,1.0,2.0,1.0,2.0,63.6,0.5011879890816903
13647,20,0.0,2.0,3.93,54.6,1.0,7.7,0.0,3.0,0.0,1.0,62.3,0.5011656184091233
11988,24,0.0,6.0,4.39,41.4,1.0,6.5,1.0,1.0,0.0,0.0,76.1,0.5011324384482954
18641,18,2.0,2.0,3.93,50.7,1.0,6.1,0.0,3.0,1.0,2.0,50.1,0.5010847946501865
14083,17,2.0,4.0,2.6,59.2,0.0,6.8,2.0,3.0,1.0,2.0,56.7,0.5010846376539119
4208,24,0.0,4.0,3.84,72.9,1.0,7.7,0.0,1.0,0.0,0.0,57.2,0.5010569849216389
13832,24,0.0,3.0,2.72,79.7,1.0,8.5,2.0,1.0,1.0,2.0,41.0,0.5010115725939088
5672,22,1.0,1.0,3.66,62.9,1.0,7.1,2.0,0.0,1.0,2.0,46.4,0.5010072741906105
19592,21,1.0,6.0,2.74,99.0,1.0,4.8,0.0,2.0,1.0,2.0,52.9,0.500967627672137
1747,24,0.0,4.0,3.19,88.7,1.0,5.6,0.0,3.0,0.0,0.0,47.5,0.5009326672436751
10245,17,1.0,6.0,2.09,91.3,1.0,9.2,1.0,0.0,1.0,2.0,66.4,0.5008815223023081
152,19,2.0,6.0,1.72,70.0,1.0,7.4,1.0,4.0,2.0,0.0,60.9,0.5008389850000257
2551,22,2.0,1.0,4.23,50.0,1.0,7.0,0.0,3.0,1.0,2.0,51.4,0.500835614533698
2387,24,1.0,3.0,3.53,67.4,1.0,4.2,2.0,3.0,0.0,2.0,31.6,0.5008281883339682
1533,24,0.0,3.0,3.37,52.5,1.0,5.9,2.0,1.0,2.0,0.0,43.1,0.5008271475950582
8316,17,2.0,1.0,4.39,44.2,1.0,4.4,0.0,1.0,2.0,1.0,50.8,0.5008165830102094
8570,24,0.0,1.0,4.3,55.0,1.0,4.2,1.0,2.0,1.0,1.0,62.4,0.5006714972473306
8718,20,1.0,6.0,2.61,54.9,1.0,7.9,0.0,4.0,2.0,0.0,44.0,0.5006685233608845
14832,23,0.0,6.0,2.48,88.9,1.0,7.5,1.0,2.0,0.0,0.0,76.4,0.5006536627719534
12212,24,1.0,6.0,2.7,60.9,1.0,9.9,2.0,3.0,0.0,2.0,45.7,0.5006340745139872
13169,19,0.0,5.0,2.85,80.5,1.0,4.4,1.0,1.0,1.0,0.0,67.3,0.5006189508535122
18261,17,2.0,0.0,3.03,56.4,1.0,7.2,1.0,3.0,1.0,0.0,45.4,0.5005810612925716
12058,24,0.0,1.0,3.64,86.5,1.0,5.3,0.0,1.0,2.0,2.0,51.4,0.5005260857008363
16289,23,0.0,5.0,3.54,46.9,1.0,9.2,0.0,4.0,1.0,2.0,51.0,0.5005040540657527
8593,18,0.0,2.0,2.2,65.1,1.0,7.2,2.0,3.0,2.0,2.0,28.7,0.5004692538916234
4445,22,1.0,1.0,4.97,45.3,1.0,7.5,0.0,0.0,1.0,2.0,72.3,0.5004672023956922
1109,24,1.0,6.0,1.44,79.7,1.0,7.1,2.0,4.0,2.0,0.0,51.0,0.5004506208208457
14441,19,2.0,3.0,1.81,85.7,1.0,7.0,2.0,2.0,2.0,2.0,50.9,0.5004370912815052
1158,23,1.0,2.0,3.5,72.3,0.0,7.9,1.0,2.0,0.0,1.0,64.4,0.5004340293388438
3432,23,2.0,3.0,2.39,94.1,1.0,8.3,2.0,1.0,0.0,1.0,58.3,0.5004245662822794
18978,24,1.0,0.0,2.97,94.5,1.0,6.5,0.0,2.0,2.0,1.0,54.1,0.5004122316245526
14617,23,0.0,6.0,2.55,64.0,1.0,8.9,0.0,4.0,2.0,1.0,43.9,0.500393558897449
17584,23,2.0,5.0,4.61,53.0,1.0,4.3,0.0,0.0,2.0,2.0,57.8,0.500390176113668
16843,17,1.0,3.0,1.92,86.6,1.0,4.8,2.0,2.0,2.0,2.0,37.5,0.5003901652202298
12755,22,0.0,2.0,3.93,42.2,1.0,6.7,1.0,2.0,2.0,2.0,65.0,0.5003734540323086
11365,23,0.0,0.0,3.4,53.5,1.0,7.9,2.0,4.0,0.0,2.0,57.8,0.5003471056534995
18999,20,0.0,2.0,2.13,99.4,1.0,7.3,1.0,0.0,2.0,0.0,71.5,0.5003296725508952
9908,24,1.0,5.0,3.16,84.4,0.0,4.4,2.0,0.0,1.0,1.0,68.5,0.5003289184656617
5695,21,0.0,6.0,3.41,43.6,1.0,4.6,2.0,3.0,1.0,2.0,19.599,0.5002921505797711
3277,17,1.0,1.0,3.76,66.8,1.0,6.8,1.0,0.0,0.0,1.0,79.1,0.5002570158562992
7982,24,2.0,4.0,3.39,57.4,1.0,5.9,1.0,3.0,1.0,0.0,55.2,0.5001871313643984
7433,20,1.0,0.0,1.87,93.5,0.0,6.9,2.0,4.0,1.0,2.0,57.8,0.5001420192711267
318,22,1.0,0.0,2.55,96.1,1.0,6.8,1.0,3.0,0.0,0.0,70.6,0.5001321480153824
8239,21,1.0,1.0,4.18,47.2,1.0,9.2,1.0,0.0,1.0,2.0,78.2,0.5001146296214795
18003,18,0.0,0.0,2.93,85.1,1.0,6.1,0.0,1.0,2.0,0.0,62.1,0.5000024492006185
16282,19,0.0,2.0,2.17,80.1,0.0,8.8,1.0,3.0,1.0,0.0,60.6,0.49996286416413344
14073,18,1.0,2.0,4.72,47.4,1.0,8.0,0.0,0.0,0.0,2.0,89.6,0.49986876125424656
16621,23,2.0,2.0,4.61,45.6,1.0,8.2,0.0,0.0,1.0,0.0,75.0,0.49985621937185415
15819,18,0.0,4.0,3.32,67.1,1.0,7.0,1.0,1.0,0.0,1.0,61.2,0.49985165418459904
3720,19,0.0,6.0,2.78,66.3,1.0,5.9,0.0,3.0,2.0,1.0,52.7,0.49982143721677913
1264,23,1.0,3.0,2.36,96.6,1.0,6.9,1.0,4.0,0.0,2.0,73.1,0.49981062672059884
19298,18,0.0,2.0,4.18,46.4,0.0,9.9,0.0,0.0,1.0,1.0,58.1,0.49970333545318857
950,19,0.0,5.0,4.21,49.5,1.0,5.6,0.0,0.0,2.0,2.0,65.4,0.49965795773401134
14501,21,2.0,5.0,2.96,79.4,1.0,8.1,0.0,2.0,1.0,2.0,60.6,0.4996509253381652
18441,18,2.0,1.0,2.87,99.4,0.0,5.6,0.0,1.0,1.0,0.0,63.5,0.4996380780793455
1628,21,2.0,0.0,2.81,85.7,1.0,5.3,1.0,3.0,1.0,1.0,51.3,0.49963436778318343
16867,20,0.0,6.0,3.74,52.1,1.0,4.8,0.0,3.0,1.0,1.0,53.1,0.4996122826948966
13495,17,1.0,2.0,3.06,84.8,1.0,6.4,0.0,1.0,1.0,1.0,48.8,0.49960017138589696
335,20,0.0,3.0,3.79,54.8,1.0,5.9,0.0,1.0,2.0,0.0,58.2,0.4995881726793641
8955,24,0.0,6.0,3.88,47.0,1.0,5.2,2.0,0.0,1.0,0.0,46.0,0.49958648636295133
482,23,1.0,5.0,2.12,72.0,1.0,8.7,2.0,1.0,2.0,0.0,62.6,0.4995828666552024
2557,23,1.0,0.0,3.02,56.7,1.0,7.9,2.0,2.0,2.0,1.0,75.5,0.49950981455539867
421,24,2.0,6.0,3.78,45.9,1.0,8.8,0.0,4.0,0.0,1.0,56.1,0.49948769889234496
2510,17,0.0,3.0,1.98,85.4,1.0,6.7,2.0,2.0,1.0,2.0,41.8,0.4993987012869878
4953,23,0.0,5.0,3.57,60.7,1.0,5.8,1.0,1.0,1.0,0.0,44.6,0.49936801767996186
5041,19,2.0,4.0,3.55,68.8,1.0,9.4,0.0,1.0,0.0,2.0,56.7,0.4993560178541643
10405,23,2.0,5.0,2.7,83.6,1.0,9.1,0.0,4.0,0.0,2.0,69.7,0.49930591974671346
13477,18,2.0,3.0,1.03,90.5,1.0,8.4,2.0,3.0,2.0,1.0,45.9,0.49927407924104344
15214,23,2.0,1.0,3.23,74.8,1.0,5.4,1.0,1.0,2.0,0.0,47.9,0.49924792242273436
